name,city,province,region,type,beds,phone,email,website,latitude,longitude,address,source,id,place_id
مصحة طب العيون فاس OCF,,,,Clinique,200.0,+212 535 63 31 31,info@ocf.ma,https://www.ocf.ma,34.0280753,-4.998582,"Route de Taza, Fes, Maroc",osm,455,
Hospital Amizmiz,,,,Hôpital,200.0,+212 6 61 19 04 04,,,31.2188183,-8.2333754,"Route de Marrakech, Amizmiz, Marrakech, Maroc",osm,456,
مستشفى مولاي الحسن,,,,Hôpital,500.0,+212 537 73 33 33,,,33.6046028,-7.6340318,"Route de Rabat, 10000 Rabat, Maroc",osm,457,
مستشفى بانيو,,,,Hôpital,120.0,+212 5 24 83 11 11,,,33.9032974,-5.5146489,"Route de Bani Ouarain, Bni Ouarain, Maroc",osm,458,
Centre de santé Ouled Berhil,,,,Clinique,40.0,,,,30.635924,-8.4824752,,osm,459,
مستشفى بن صميم,,,,Hôpital,500.0,+212 539 93 31 31,,,33.4980278,-5.1681919,"Route de Tanger, 40000, Tanger, Maroc",osm,460,
المركز الصحي ويسلان 2,,,,Hôpital,150.0,0525 83 23 14,wislancentral@hopital.ma,https://hopitalwislancentral.ma,33.9084211,-5.4903978,"Route de Wislan, 43150 Wislan, Maroc",osm,461,
Centre de Santé Rural Belyounech,Belyounech,,,Clinique,150.0,+212 5 38 83 12 34,csr.belyounech@minss.gov.ma,,35.9094419,-5.3870208,"Route de Tétouan, Belyounech, Maroc",osm,462,156.0
Optical Shop,,,,Hôpital,0.0,,,,30.9239015,-6.9240534,,osm,463,
Ait ourir,,,,Hôpital,600.0,,,,31.5648056,-7.6618097,,osm,464,
Polyclinique Atlas مصحة اطلس,,,,Clinique,150.0,+212 537 73 73 73,info@polycliniqueatlas.ma,https://www.polycliniqueatlas.ma,33.5901639,-7.6287525,"Boulevard Mohammed VI, Rabat, Maroc",osm,465,
Hospital moulay Ismail,,,,Hôpital,1000.0,0535 63 22 00,,,33.893774,-5.5463359,"Route de Meknès, 23150 Meknès",osm,466,
Parmacie Ichbilya,,,,Hôpital,0.0,,,,28.4424717,-11.1156221,,osm,467,
Infirmier à domicile,Youssoufia ⵢⵓⵙⴼⵉⵢⴰ اليوسفية,,,Hôpital,50.0,0670056227,,,32.2332171,-8.5384158,"Route de Marrakech, 48430 Youssoufia, Maroc",osm,468,157.0
جميع العلاجات التمريضية اليوسفية,Youssoufia ⵢⵓⵙⴼⵉⵢⴰ اليوسفية,,,Hôpital,500.0,0670056227,,,32.2346169,-8.5351106,"Route de Marrakech, 48400 Youssoufia, Maroc",osm,469,157.0
هشام الفرملي,chemaia,,,Hôpital,0.0,0670056227,,,32.0760205,-8.6266709,"Route de Meknès, Chemaa, Maroc",osm,470,158.0
هشام الفرملي,Echemmaia ⵛⵎⴰⵄⵉⵢⴰ الشماعية,,,Hôpital,150.0,0670056227,hisham.fermli@hopital.ma,https://hopital.ma/hisham-fermli,32.0780905,-8.6267226,"Route de la ville, Echemmaia ⵛⵎⴰⵄⵉⵢⴰ الشماعية, Maroc",osm,471,159.0
HOPITAL DE JOUR,CHP KHOURIBGA,,,Hôpital,250.0,+212 48 84 21 21,hopitaldejhouribga@hopitaux.gov.ma,https://www.hopitaldejhouribga.ma,32.8917963,-6.905217,"Route de la ville, 26000 Khouribga, Maroc",osm,472,160.0
Service des urgences,chp khouribga,,,Hôpital,200.0,+212 5 83 83 83 83,,,32.8924455,-6.9055456,"Route de Meknès, 26000 Khouribga, Maroc",osm,473,161.0
infirmerie,Youssoufia,,,Hôpital,150.0,0670056227,infirmerie.youssoufia@hopitaux-marocains.ma,https://www.hopitaux-marocains.ma/infirmerie-youssoufia,32.2573017,-8.528899,"Route de la ville, 48400 Youssoufia, Maroc",osm,474,162.0
Infirmerie tous type de soins,Youssoufia,,,Hôpital,80.0,0670056227,,,32.260338,-8.5268569,"Route de Marrakech, 48400 Youssoufia, Maroc",osm,475,162.0
hopital de douar,,,,Hôpital,50.0,,,,32.9124129,-5.7064525,,osm,476,
المستشفى الجامعي الاقليمي,,,,Hôpital,500.0,0524 43 22 11,univ.marrakech@edu.ma,https://www.univ-marrakech.ac.ma,27.1331997,-13.1423998,"Route de l'aéroport, 40000 Marrakech",osm,477,
Hôpital Provincial 20 Août,,,,Hôpital,500.0,+212 524 43 31 31,hopital20aout@gmail.com,https://www.hopital20aout.ma,33.4392031,-5.2144338,"Route de l'Hôpital, 40000 Marrakech",osm,478,
Hopital charifa,,,,Hôpital,120.0,,,,31.6067425,-7.9660628,,osm,479,
Clinique de L'Universite,,,,Hôpital,150.0,,,https://cliniquedeluniversite.ma/,30.3990175,-9.5237685,,osm,480,
Clinique Internationale,,,,Hôpital,500.0,+212 5 22 39 39 39,,,30.439797,-9.5826471,"BP 2155, Route de Rabat, Casablanca",osm,481,
APEX Dental Clinic,Tanger,,,Hôpital,10.0,+212 539 93 34 56,info@apexdentalclinic.ma,https://www.apexdentalclinic.ma,35.7757254,-5.8046245,"Rue de la Mer, Tanger",osm,482,144.0
Polyclinique Belvédère,,,,Clinique,80.0,+212 5 22 43 43 43,,www.cliniquebelvedere.ma,34.0107368,-6.841603,"Rue Ibn Sina, Quartier Hadj Mustapha El Alami, Casablanca",osm,483,
Hôpital Princesse Lalla Meriem,Larache,,,Hôpital,300.0,+212 40 98 23 34,hplm@minss.gov.ma,https://www.minss.gov.ma,35.1857703,-6.1568307,"Route de Rabat, 11600 Larache, Maroc",osm,484,163.0
Polyclinique Lixus,Larache,,,Hôpital,150.0,+212 40 98 23 456,info@polycliniquelixus.ma,https://www.polycliniquelixus.ma,35.1806608,-6.1463313,"Route de la Plage, 12200 Larache, Maroc",osm,485,163.0
Projet Centre Hospitalier Provincial d'Ouezzane,Ouazzane ⵡⴰⵣⴰⵏ وزان,,,Hôpital,300.0,+212 39 85 22 22,,,34.8036143,-5.5597105,"Route de Tanger, 24000 Ouazzane, Maroc",osm,486,164.0
Centre de Santé Urbain المركز الصحي الحضري,Ouazzane ⵡⴰⵣⴰⵏ وزان,,,Hôpital,150.0,+212 55 58 22 11,,,34.7974555,-5.5789704,"Route de Meknès, Ouazzane, Maroc",osm,487,164.0
Centre de Santé Urbain 9 Juillet,Ouazzane ⵡⴰⵣⴰⵏ وزان,,,Hôpital,60.0,,,,34.8017803,-5.5767769,"Ouazzane, Maroc",osm,488,164.0
مصحة متعددة الاختصاصات وزان دار الضمانة,Ouazzane وزان,,,Hôpital,200.0,+212 661 123456,info@hospitalezan.com,https://hospitalezan.com,34.7965183,-5.5644632,"Ouazzane, Maroc",osm,489,165.0
Hôpital Abou El Kacem Zahraoui_Ouazzane مستشفى أبو القاسم الزهراوي وزان,Ouazzane ⵡⴰⵣⴰⵏ وزان,,,Hôpital,250.0,+212 39 85 22 22,hazouazane@minss.gov.ma,https://www.minss.gov.ma,34.7990076,-5.5882348,"Route de Tanger, 24100 Ouazzane, Maroc",osm,490,164.0
Hôpital,Assilah,,,Hôpital,250.0,+212 39 85 23 456,hopital.assilah@minss.gov.ma,https://www.minss.gov.ma/fr/hopitaux/hopital-assilah,35.4647749,-6.0269395,"Route de Tanger, 24000 Assilah, Maroc",osm,491,166.0
Hôpital Le Croissant Rouge d'Asilah,Assilah,,,Hôpital,200.0,+212 66 87 22 22,,,35.4677114,-6.0344082,"Route de Rabat, 92030 Asilah, Maroc",osm,492,166.0
C. d'oncologie d'Al Hoceima,Al Hoceima,,,Hôpital,150.0,+212 539 88 33 33,cancerologie.alhoceima@minss.gov.ma,https://www.minss.gov.ma,35.2373441,-3.928308,"Route de Targuist, 32000 Al Hoceima",osm,493,150.0
Clinique Tingis,Tanger,,,Hôpital,400.0,,,,35.7708912,-5.8072381,"Tingis, Tanger",osm,494,144.0
Clinique Longchamps مصحة لونشون,,,,Clinique,150.0,+212 5 22 33 44 55,info@cliniquelongchamps.ma,https://cliniquelongchamps.ma/,33.5817672,-7.6608672,"Rue de la Clinique, Casablanca, Maroc",osm,495,
Clinique Ghandi مصحة غاندي,,,,Clinique,80.0,+212522940770/74,,https://www.ghandiclinic.com/,33.579757,-7.6570106,null,osm,496,
Hôpital Privé International de Casablanca المستشفى الخاص الدولي للدار البيضاء,,,,Hôpital,200.0,+212 522 43 22 22,,https://www.hpi.ma/,33.5819777,-7.6403102,"Boulevard Sidi Mohammed Ben Abdallah, 20100 Casablanca, Maroc",osm,497,
Clinique Maghreb مصحة المغرب,,,,Clinique,100.0,+212662334085,info@cliniquemaghreb.ma,https://www.cliniquemaghreb.ma,33.5850575,-7.6427795,"Avenue Hassan II, 10000 Rabat, Maroc",osm,498,
Clinique Al Massira مصحة المسيرة,,,,Clinique,150.0,0524 43 22 22,info@almassira.ma,https://cliniquealmassira.com/,33.5906505,-7.6386542,"Route de Safi, 40000 Marrakech, Maroc",osm,499,
Clinique Les Iris مصحة السوسن,,,,Clinique,80.0,,,,33.5883375,-7.6364928,,osm,500,
Akdital oasis,casablanca,,,Hôpital,200.0,+212 5 22 33 44 55,info@akditaloasis.ma,https://www.akditaloasis.ma,33.5606808,-7.6293283,"Rue de la République, Casablanca",osm,501,167.0
مستوصف آيت حسان Dispensaire rural d’Aït Hassan,Timitar,,,Clinique,20.0,+212 6 77 88 99 00,moustachait hassan@gmail.com,https://moustachait-hassan.ma,33.48531,-4.0207421,"Route de Timitar, Aït Hassan, Maroc",osm,502,168.0
La Symphony Dental Centre,Tanger طنجة,,,Hôpital,400.0,+212 539 93 33 33,info@lasymphonydentalcentre.com,https://lasymphonydental.com/,35.7493705,-5.7989835,"Rue de la Liberté, Tanger",osm,503,169.0
Centre de Santé Said Noussairi,Tanger,,,Hôpital,500.0,0663613242,,,35.7706014,-5.8146093,"Rue Said Noussairi, Tanger, Maroc",osm,504,144.0
Clinique Racine مصحة راسين,,,,Clinique,150.0,+212 5 22 33 44 55,info@cliniqueracine.ma,https://www.cliniqueracine.ma,33.5869814,-7.6369396,"Rue de la Clinique, Casablanca, Maroc",osm,505,
Clinique Le Parc,,,,Clinique,150.0,0537 23 34 56,info@leparc.ma,https://www.leparc.ma,33.5636438,-7.6150157,"BP 1234, 10000 Rabat",osm,506,
Clinique Rachidi,,,,Clinique,100.0,+212 524 38 38 38,cliniquerachidi@gmail.com,https://www.cliniquerachidi.ma,33.5932871,-7.6280126,"BP 114, Avenue Hassan II, 40000 Marrakech",osm,507,
Best Way Medical,,,,Clinique,200.0,+212 5 22 33 44 55,info@bestwaymedical.ma,https://www.bestwaymedical.ma,33.5754734,-7.6378886,"Boulevard Mohammed VI, Casablanca, Maroc",osm,508,
Clinique Val d'Anfa مصحة ڤال أنفا,,,,Clinique,150.0,+212 5 22 43 43 43,info@cliniquevaldanza.ma,https://cliniquevaldanza.ma/,33.5898915,-7.6531133,"Rue des Orangers, 20250 Casablanca, Maroc",osm,509,
Clinique Attal,,,,Hôpital,150.0,+212 5 22 21 21 21,clinique.attal@clinique-attal.ma,https://www.clinique-attal.ma/,33.55864,-7.637683,"Rue des Oliviers, 20100 Casablanca, Maroc",osm,510,
Clinique Maarif مصحة المعاريف,,,,Clinique,120.0,+212 537 73 33 33,,,33.5760462,-7.6355313,"Route de Casablanca, Maarif, Rabat, Maroc",osm,511,
Clinique Socrate,,,,Hôpital,600.0,,,,33.5788058,-7.6472013,,osm,512,
maison d'accochement,Drarga,,,Hôpital,40.0,,,,30.3841618,-9.4805975,,osm,513,170.0
"مركز طب الادمان Centre d'Addictologie, Meknès",,,,Hôpital,100.0,+212 53 923 111,centre.addictologie.meknes@minss.gov.ma,https://www.minss.gov.ma/fr/centre-addictologie-meknes,33.8943596,-5.5766481,"Route de Fès, Meknès",osm,514,
centre sante fom oued,sidi ali belkacem,,,Hôpital,150.0,+212 6 11 22 33 44,centre.sante.fom.oued@gmail.com,https://centresante.fom.oued.ma,34.0763209,-2.9749963,"Oued Sidi Ali Belkacem, Maroc",osm,515,171.0
Hôpital Privé de Casablanca Aîn Sebaâ,,,,Clinique,300.0,+212 5 22 43 43 43,,,33.6123849,-7.5301441,"Avenue de l'Armée Royale, Ain Sebaa, Casablanca",osm,516,
Clinique Yasmine,,,,Clinique,150.0,0522 123456,info@clinique-yasmine.ma,https://www.clinique-yasmine.ma,33.5758186,-7.6719778,"BP 1234, 10000 Casablanca",osm,517,
Hospital Ibn Zohr,,,,Hôpital,500.0,+212 528 83 31 31,,,31.6181626,-7.9954698,"Route de l'Aéroport, 80000 Agadir",osm,518,
مستشفى سيدي عبد الكريم,,,,Hôpital,200.0,+212 24 83 23 34,mohamed@gmail.com,https://www.mshsidiabdalkarim.ma,32.3130978,-9.2280441,"Route de Sidi Bouzid, 43150 Sidi Kacem, Maroc",osm,519,
مستشفى محمد الخامس,,,,Hôpital,1000.0,+212 537 73 51 51,,,32.2878762,-9.2374938,"الرباط, Morocco, Avenue Mohammed V, 10000",osm,520,
مستشفى بياضة,,,,Hôpital,500.0,+212 537 73 73 73,,,32.3069702,-9.2341806,"الدار البيضاء, Morocco",osm,521,
abda,,,,Hôpital,350.0,,,,32.2916669,-9.2338541,,osm,522,
ocp,,,,Hôpital,1000.0,+212 524 43 41 41,contact@ocp.ma,https://www.ocp.ma,32.2925375,-9.2302002,"Boulevard de l'Académie, 10100 Marrakech, Maroc",osm,523,
Centre De Sante Sfa (Safi),,,,Hôpital,150.0,+212 0 81 73 23 34,cde.sfa@minss.gov.ma,https://www.minss.gov.ma/fr/centre-de-sante-sfa-safi,32.2882975,-9.2186426,"Route de l'aéroport, 86000 Safi, Maroc",osm,524,
Hôpital Mohammed V,Tanger,,,Hôpital,500.0,+212 539 93 93 93,,,35.7781906,-5.8282592,"Boulevard Mohammed VI, Tanger, Maroc",osm,525,144.0
jrayefate,,,,Hôpital,40.0,,,,32.2845726,-9.2219147,,osm,526,
مستشفى المطار,,,,Hôpital,500.0,+212 5 22 33 44 55,info@airport.hospital.ma,https://airport.hospital.ma,32.2664339,-9.235071,"Route de l'aéroport, Casablanca",osm,527,
Centre Hospitalier Universitaire Ibn Rochd المركز الإستشفائي الجامعي إبن رشد,,,,Hôpital,1000.0,+212 23 47 22 22,chu.ibnrochd@minss.gov.ma,https://chuibnrochd.ma/,33.5789091,-7.6215532,"Boulevard de l'Académie, Casablanca, Maroc",osm,528,
University hospital Hassan II,,,,Hôpital,1000.0,+212 522 43 22 22,,,34.0043481,-4.9622857,"BP 5495, Avenue Ibn Sina, Casablanca",osm,529,
Clinique Bades,Al Hoceima,,,Hôpital,150.0,+212 539 88 00 00,,,35.2338198,-3.9255847,"Route de Targuist, Al Hoceima 32000, Maroc",osm,530,150.0
Clinique rif,Tétouan,,,Hôpital,80.0,+212 39 932 222,,,35.5868035,-5.3468001,"Tétouan, Maroc",osm,531,129.0
Centre de dialyse Arrayane,Tétouan,,,Hôpital,50.0,+212 539 93 33 33,,,35.5844993,-5.3467761,"Rue Arrayane, Tétouan, Maroc",osm,532,129.0
CHU Ibn Sina (Souissi),,,,Hôpital,1000.0,+212 537 77 44 44,,,33.9834625,-6.8511983,"Boulevard d'Agdal, 10170 Rabat, Maroc",osm,533,
Hôpital Militaire Mohammed V - المستشفى العسكري محمد الخامس,Rabat ⵔⴱⴰⵟ الرباط,,,Hôpital,500.0,+212 537 73 31 31,,,33.9697158,-6.8703091,"Boulevard Moulay Abdellah, Rabat 10000, Maroc",osm,534,172.0
Polyclinique,,,,Hôpital,120.0,,,,33.2840335,-8.3539011,,osm,535,
Clinique de Taounate,,,,Hôpital,60.0,,,,34.5177814,-4.6462989,,osm,536,
Hopital de Taounate,,,,Hôpital,300.0,+212 53 783 33 33,hopital.de.taounate@minss.gov.ma,https://www.minss.gov.ma,34.5219661,-4.6408908,"Route de Meknès, 32400 Taounate, Maroc",osm,537,
Hôpital de Chichaoua مستشفى شيشاوة,Shishawa شيشاوة,,,Hôpital,150.0,+212 528 83 33 33,hchichaoua@minss.gov.ma,https://www.minss.gov.ma/hchichaoua,31.5394634,-8.7688098,"Route de Marrakech, 28000 Chichaoua, Maroc",osm,538,173.0
Hôpital Des Enfants Du CHU Ibn Sina,,,,Hôpital,500.0,0537 63 21 00,,,33.9864541,-6.8542771,"BP 640, Avenue Ibn Sina, Rabat",osm,539,
Maternite du Souissi / CHU Ibn SIna,,,,Hôpital,1000.0,+212 537 77 17 17,,,33.9873368,-6.855408,"Boulevard Ibn Sina, 10000 Rabat, Maroc",osm,540,
Centre de diagnostic مركز التشخيص,الناظور,,,Hôpital,600.0,+212 35 53 33 33,,,35.17611,-2.9261796,"Route de la plage, Nazaré, Province de Nador, Maroc",osm,541,142.0
Clinique an-Nakhil,Tétouan,,,Hôpital,150.0,+212 539 93 33 33,info@an-nakhil.ma,https://an-nakhil.ma/,35.5689951,-5.3822046,"Tétouan, Maroc",osm,542,129.0
Clinique Tétouan,Tétouan,,,Hôpital,150.0,+212 539 93 34 56,cliniquetetouan@gmail.com,https://cliniquetetouan.ma,35.5707363,-5.3854731,"Route de la ville, Tétouan, Maroc",osm,543,129.0
Centre de santé,,,,Hôpital,40.0,,,,34.0457237,-6.7972527,,osm,544,
Clinique Chifa,,,,Clinique,150.0,+212 5 22 34 56 78,info@cliniquechifa.ma,https://www.cliniquechifa.ma,30.9231894,-6.919548,"BP 1234, Avenue Hassan II, Casablanca",osm,545,
Polyclinique CNSS Ziraoui,,,,Hôpital,150.0,+21222203856,info@polycliniquecnssziraoui.ma,https://www.polycliniquecnssziraoui.ma,33.594349,-7.6356322,"Boulevard Ziraoui, Casablanca, Maroc",osm,546,
Clinic Lina,,,,Clinique,40.0,,,,33.5198072,-7.6516183,,osm,547,
Laboratoire analyse médicale Latifa Ouali,,,,Hôpital,200.0,+212 537 73 73 73,info@lamr.org,https://www.lamr.org,33.9934511,-6.8469036,"Avenue Hassan II, 10000 Rabat, Maroc",osm,548,
Clinique Belvedere Centre De Cardiologie,,,,Hôpital,600.0,022 43 22 22,,,34.0107422,-6.8416074,"BP 1355, Route d'El Jadida, Casablanca",osm,549,
Clinique Le Littoral,,,,Hôpital,100.0,+212 5 22 43 43 43,,https://www.cliniquelittoral.ma,33.5812437,-7.6751812,"BP 134, 2ème étage, Angle Avenue de l'Armée Royale et Boulevard Moulay Abdellah, Casablanca",osm,550,
Clinic Guess,,,,Clinique,80.0,,,,33.5810498,-7.6754435,,osm,551,
Clinique Sidi Othmane,,,,Clinique,150.0,+212 5 22 33 44 55,cliniquesidiothmane@gmail.com,https://cliniquesidiothmane.ma,33.5597854,-7.5615636,"Rue Sidi Othmane, Casablanca",osm,552,
Abi Kacem Zehraoui أبي قاسم الزهراوي,,,,Hôpital,1000.0,+212 537 73 31 31,azh@hcup.ma,http://www.hcup.ma,34.7990181,-5.5882554,"Route de l'Université, BP 6419, Rabat",osm,553,
Hopital l Hassani,,,,Hôpital,700.0,,,,35.1766682,-2.9364152,,osm,554,
Hôpital Ahfir,,,,Hôpital,150.0,0535 58 23 00,,,34.9501765,-2.1028386,"Route de Meknès, Ahfir, Meknès, Maroc",osm,555,
Hopital Ibn Baja,,,,Hôpital,500.0,+212 524 38 38 38,hopital.ibn.baja@msssi.ma,https://hopitalibnbaja.ma,34.2156594,-4.0046026,"Boulevard Mohammed VI, 40000 Marrakech, Maroc",osm,556,
Nouveau Hopital My Abdellah,,,,Hôpital,750.0,,,,34.0262886,-6.753601,,osm,557,
Hopital 20 Aout,,,,Hôpital,500.0,+212 5 22 22 22 22,hopital20aout@marocmail.com,https://hopital20aout.ma,33.5751376,-7.6210168,"Boulevard de l'Armée Royale, 20100 Casablanca, Maroc",osm,558,
Hôpital Hassan II مستشفى الحسن الثاني,,,,Hôpital,1200.0,+212 22 43 33 33,,https://www.hopital-hassan2.ma,23.7140931,-15.9226862,"Boulevard de l'Oasis, 20100 Casablanca, Maroc",osm,559,
مولاي إسماعيل,kasba tadla,,,Hôpital,500.0,+212 24 83 23 34,moulay.ismail@hopital.ma,https://hopital-moulayismail.ma,32.5881458,-6.258747,"Route de Tadla, Kasba Tadla, 23000, Morocco",osm,560,174.0
La Capitale,,,,Hôpital,500.0,+212 522 34 34 34,info@lacapitale.ma,https://www.lacapitale.ma,34.0167844,-6.8282204,"Avenue Hassan II, Casablanca, Maroc",osm,561,
Polyclinique de la Sécurité sociale,,,,Hôpital,250.0,+212 5 22 22 22 22,polyclinique.securite.sociale@maroc.dz,https://www.pss.ma,33.5708495,-7.6229618,"Rue de la Sécurité Sociale, Casablanca",osm,562,
Hôpital Cheikh Zaid مستشفي الشيخ زايد بالرباط,Rabat ⵔⴱⴰⵟ الرباط,,,Hôpital,500.0,+212(05) 37 68 38 48,,https://www.hcz.ma/contact/,33.9774766,-6.8696998,"Boulevard Mohammed V, Rabat, Maroc",osm,563,172.0
Clinique Cornette,Meknès,,,Clinique,150.0,0539 83 23 11,cliniquecornette@meknes.ma,https://cliniquecornette.ma,33.9054716,-5.5523274,"Rue de la Clinique, Meknès, Maroc",osm,564,175.0
Hopital Mohamed 6,MDiq,,,Hôpital,500.0,0524 43 31 31,hopital.mohamed6@maroc.dz,https://www.hopitalmohamed6.ma,35.6917865,-5.3299838,"Route de l'aéroport, 23000 Marrakech",osm,565,176.0
Hôpital Mohamed V,Chefchaouen,,,Hôpital,600.0,,,,35.1686501,-5.2708822,,osm,566,133.0
Centre El Fath D`hemodialyse,midar,,,Hôpital,50.0,+212 5 35 83 23 45,centrelfathdhemodialyse@gmail.com,https://www.centrelfathdhemodialyse.ma,34.9365928,-3.5351867,"Route de Midar, 40000 Midar, Maroc",osm,567,132.0
Clinique El Amine,,,,Hôpital,150.0,+212 5 22 33 44 55,info@cliniqueelamine.ma,https://www.cliniqueelamine.ma,33.5704148,-7.6204878,"Rue El Amine, Casablanca",osm,568,
Hôpital El Farabi,,,,Hôpital,400.0,,,,34.6755048,-1.914488,,osm,569,
Hopital de Trone,TOUISSIT,,,Hôpital,500.0,,,https://www.sante.gov.ma/,34.4800253,-1.7630063,Cité Economique 64852 TOUISSIT,osm,570,177.0
Dispensaire Ich,,,,Hôpital,30.0,,,,32.5155132,-1.0039214,,osm,571,
Hôpital,,,,Hôpital,500.0,,,,33.6858803,-5.3765791,,osm,572,
clinique alaoui,,,,Clinique,80.0,,,,33.9014481,-5.547278,,osm,573,
Sidi Hssain Bennacer,ouarzazate,,,Hôpital,200.0,+212 24 88 22 33,sidi.hssain.bennacer@minsa.gov.ma,,30.9251099,-6.9175079,"Route de Marrakech, 45000 Ouarzazate, Maroc",osm,574,178.0
Hôpital Moulay Hassan Ben Mehdi,,,,Hôpital,500.0,+212 524 43 31 31,,,27.1566843,-13.1892818,"Boulevard Mohammed VI, 40000 Marrakech",osm,575,
Hôpital Hassan II,,,,Hôpital,1000.0,+212 22 43 41 41,,,32.8925762,-6.9060318,"Boulevard de la Souissi, Casablanca",osm,576,
Hôpital Hay Salam مستشفى حي السلام,,,,Hôpital,250.0,0537 63 63 63,info@hospitaleyaslam.ma,https://hospitaleyaslam.ma,33.8954854,-5.583789,"Rue 1, Quartier Hay Salam, Casablanca",osm,577,
Hôpital Siid Baba مستشفى سيد بابا,Meknès مكناس,,,Hôpital,500.0,+212 53 92 23 456,hospitelsidbaba@gmail.com,https://www.hospitelsidbaba.ma,33.912047,-5.5774214,"Route de Fès, Meknès",osm,578,179.0
La croix rouge,,,,Hôpital,500.0,+212 5 22 33 44 55,croixrouge@maroc.org,https://www.croixrouge.ma,33.901974,-5.5772462,"Rue de la Croix Rouge, Casablanca, Maroc",osm,579,
Hopital Gzoula,,,,Hôpital,250.0,+212 66 85 33 33,hospitalgzoula@gmail.com,https://www.hopitalgzoula.ma,32.1117979,-9.0838962,"Route de la Gare, 40000 Guelmim, Maroc",osm,580,
Centre de Santé Lamharchi,,,,Hôpital,150.0,+212 524 38 38 38,,,34.6778842,-1.9356027,"Boulevard Mohammed VI, 40000 Marrakech, Maroc",osm,581,
Centre De Dialyse Al Hakim Alaoui,Oujda,,,Clinique,30.0,+212 536708989,,https://www.dialyseoujda.com/,34.6777887,-1.9184541,"Route de la ville nouvelle, Oujda, Maroc",osm,582,131.0
Clinique Oujda,Oujda,,,Clinique,450.0,+212 0 52 37 23 45,,,34.6736898,-1.916342,"Route de Tafilalet, Oujda 61000, Maroc",osm,583,131.0
Centre de Santé Village Toba,,,,Clinique,350.0,,,,34.6970721,-1.9182154,,osm,584,
Centre Hospitalier,,,,Hôpital,39.0,,,,32.256756,-8.9815354,,osm,585,
Clinique Les Palmiers,,,,Clinique,150.0,+212 5 22 34 56 78,info@cliniqualespalmiers.ma,https://www.cliniqualespalmiers.ma,33.243736,-8.4926917,"BP 1234, 10000 Casablanca, Maroc",osm,586,
Hôpital Essaada,,,,Hôpital,1000.0,0524 43 31 31,,,33.2431155,-8.5305848,"Boulevard Sidi Mohammed Ben Abdallah, 40000 Marrakech",osm,587,
Centre d'Addictologie,,,,Clinique,145.0,+212 5 22 28 11 11,,,34.6597796,-1.9125692,"BP 10000, Avenue Hassan II, 20100 Casablanca",osm,588,
Clinique Les Iris,Oujda,,,Clinique,94.0,+212 536712829,,,34.6671271,-1.9157317,"Route de Tafilalet, Oujda 61000, Maroc",osm,589,131.0
Clinique Doukkala,,,,Hôpital,55.0,+212 23 832 333,,,33.2491815,-8.5080139,"Route de Safi, 40000 El Jadida",osm,590,
Centre d'Hémodialyse Moulay Abdellah,,,,Clinique,80.0,+212 524 43 31 31,,,33.248757,-8.5104241,"Rue de la Liberté, 40000 Marrakech",osm,591,
Clinique Le Maroc,Oujda,,,Clinique,120.0,+212 0 962 00 00,,,34.6724973,-1.9184497,"Route de Tafilalet, Oujda 61000, Maroc",osm,592,131.0
Clinique Ibn Sina (Avicenne),Oujda,,,Clinique,150.0,+212 66 23 22 111,,,34.6639304,-1.9045374,"Boulevard Mohammed VI, Oujda 60000, Maroc",osm,593,131.0
L'Hôpital des Maladies Psychiatriques,,,,Hôpital,500.0,0537 63 34 34,lhopital.demaladiespsychiatriques@minss.gov.ma,https://www.minss.gov.ma,34.6800227,-1.8906515,"Boulevard de l'Armée Royale, 10000 Rabat",osm,594,
Centre Mehdi Ibn Toumart مركز المهدي ابن تومرت,,,,Hôpital,500.0,+212 539 93 31 31,,,34.7913823,-1.9020136,"Route de Tétouan, 40000 Tétouan, Maroc",osm,595,
Centre de Santé Essalam,,,,Hôpital,500.0,+212 524 38 00 00,info@essalam.ma,https://www.essalam.ma,33.5199205,-5.1194827,"Boulevard Mohammed VI, 40000 Marrakech",osm,596,
Hôpital kelaat m'gouna,,,,Hôpital,400.0,,,,31.2498983,-6.1195622,,osm,597,
Hopital Ibn Tofaïl,,,,Hôpital,500.0,+212 5 22 33 44 55,ibtoufal.casablanca@hopitaux.gov.ma,https://www.hopitalibtoufal.ma,31.6415953,-8.0156193,"BP 1234, Avenue Mohammed VI, Casablanca",osm,598,
Polyclinique du Sud,,,,Hôpital,150.0,+212 524 43 43 43,info@polycliniquedusud.ma,https://www.polycliniquedusud.ma,31.6378212,-8.0147083,"Boulevard Mohammed VI, 40000 Marrakech",osm,599,
Clinique des orangers,,,,Clinique,60.0,,,,34.0174238,-6.8422696,,osm,600,
Polyclinique les Narcisses,,,,Hôpital,500.0,,,,31.6402436,-8.0197303,,osm,601,
Clinique Al Irfane,Oujda,,,Clinique,80.0,+212 536 53 2020,,http://www.clinique-alirfane.com/,34.6547678,-1.9144344,"Route de Tafilalet, Oujda 61000, Maroc",osm,602,131.0
Dispensaire Mbasso مستوصف امباصو,OUJDA,,,Clinique,30.0,+212 536703001,,,34.6804307,-1.9053506,"Route de Tétouan, Oujda",osm,603,180.0
Dispensaire Riad مركز صحي الرياض,,,,Clinique,40.0,+212 5 47 83 24 24,,,34.6794094,-1.8966624,"Rue de la Liberté, 40160 Sidi Moumen, Casablanca, Maroc",osm,604,
